,lon,lat,alt,time
0,-73.5440141055733,45.5462805647403,20.600000381469727,2019-08-22 12:31:52+00:00
1,-73.54403832927346,45.546237817034125,20.399999618530273,2019-08-22 12:31:53+00:00
2,-73.54406297206879,45.546192806214094,20.200000762939453,2019-08-22 12:31:54+00:00
3,-73.54408870451152,45.54614477790892,20.0,2019-08-22 12:31:55+00:00
4,-73.54411133565009,45.5460905469954,20.0,2019-08-22 12:31:56+00:00
5,-73.54413078166544,45.546032628044486,20.0,2019-08-22 12:31:57+00:00
6,-73.54415240697563,45.54597571492195,20.0,2019-08-22 12:31:58+00:00
7,-73.54417436756194,45.545916706323624,20.0,2019-08-22 12:31:59+00:00
8,-73.54419372975826,45.54585266858339,20.0,2019-08-22 12:32:00+00:00
9,-73.5442157741636,45.5457903072238,20.0,2019-08-22 12:32:01+00:00
10,-73.54424586519599,45.54573096334934,20.0,2019-08-22 12:32:02+00:00
11,-73.54427017271519,45.545669523999095,20.0,2019-08-22 12:32:03+00:00
12,-73.54428702034056,45.54560439661145,20.0,2019-08-22 12:32:04+00:00
13,-73.54431903921068,45.54554966278374,20.0,2019-08-22 12:32:05+00:00
14,-73.54434560984373,45.545493587851524,20.0,2019-08-22 12:32:06+00:00
15,-73.5443732701242,45.54543684236705,20.0,2019-08-22 12:32:07+00:00
16,-73.54440294206142,45.54538059979677,20.0,2019-08-22 12:32:09+00:00
17,-73.54442968033254,45.545323602855206,20.0,2019-08-22 12:32:10+00:00
18,-73.54445717297494,45.54526568390429,20.0,2019-08-22 12:32:11+00:00
19,-73.54448424652219,45.545207345858216,20.0,2019-08-22 12:32:12+00:00
20,-73.5445109847933,45.545149678364396,20.0,2019-08-22 12:32:13+00:00
21,-73.54453780688345,45.545089496299624,20.0,2019-08-22 12:32:14+00:00
22,-73.54456789791584,45.545032415539026,20.0,2019-08-22 12:32:15+00:00
23,-73.544597402215,45.544977094978094,20.0,2019-08-22 12:32:16+00:00
24,-73.54462238028646,45.54491875693202,20.0,2019-08-22 12:32:17+00:00
25,-73.54464484378695,45.54486343637109,20.0,2019-08-22 12:32:18+00:00
26,-73.54466202668846,45.54482085630298,20.0,2019-08-22 12:32:17+00:00
27,-73.54468482546508,45.54479755461216,20.0,2019-08-22 12:32:18+00:00
28,-73.5447289980948,45.54479520767927,20.0,2019-08-22 12:32:19+00:00
29,-73.54476981796324,45.544786993414164,20.0,2019-08-22 12:32:20+00:00
30,-73.54480225592852,45.54477416910231,20.0,2019-08-22 12:32:21+00:00
31,-73.54482606053352,45.54475857876241,20.0,2019-08-22 12:32:22+00:00
32,-73.54500501416624,45.54485999979079,20.0,2019-08-22 12:32:23+00:00
33,-73.54501188732684,45.544825131073594,20.0,2019-08-22 12:32:24+00:00
34,-73.54501599445939,45.54476913996041,20.0,2019-08-22 12:32:25+00:00
35,-73.5450310818851,45.5447144061327,20.0,2019-08-22 12:32:26+00:00
36,-73.54505220428109,45.544666880741715,20.0,2019-08-22 12:32:27+00:00
37,-73.54507525451481,45.544619942083955,20.0,2019-08-22 12:32:28+00:00
38,-73.54509461671114,45.54455749690533,20.0,2019-08-22 12:32:29+00:00
39,-73.54512034915388,45.544496392831206,20.0,2019-08-22 12:32:30+00:00
40,-73.54514826089144,45.544440150260925,20.0,2019-08-22 12:32:31+00:00
41,-73.54518539272249,45.5443845782429,20.0,2019-08-22 12:32:32+00:00
42,-73.54522436857224,45.544328251853585,20.0,2019-08-22 12:32:33+00:00
43,-73.54525990784168,45.544273015111685,20.0,2019-08-22 12:32:34+00:00
44,-73.54528656229377,45.54421182721853,20.0,2019-08-22 12:32:35+00:00
45,-73.54531556367874,45.54415105842054,20.0,2019-08-22 12:32:36+00:00
46,-73.5453471634537,45.54408844560385,20.200000762939453,2019-08-22 12:32:37+00:00
47,-73.54538010433316,45.544027676805854,20.200000762939453,2019-08-22 12:32:38+00:00
