,lon,lat,alt,time
0,-73.54374663904309,45.547019178047776,20.399999618530273,2019-09-05 13:05:02+00:00
1,-73.54377262294292,45.54697894491255,20.399999618530273,2019-09-05 13:05:03+00:00
2,-73.54380254633725,45.54693385027349,20.600000381469727,2019-09-05 13:05:04+00:00
3,-73.54383691214025,45.54688255302608,20.799999237060547,2019-09-05 13:05:05+00:00
4,-73.54387186467648,45.546827148646116,20.799999237060547,2019-09-05 13:05:06+00:00
5,-73.54391167871654,45.54677015170455,21.0,2019-09-05 13:05:07+00:00
6,-73.54395484551787,45.546711813658476,21.0,2019-09-05 13:05:08+00:00
7,-73.54399859905243,45.546652134507895,21.0,2019-09-05 13:05:09+00:00
8,-73.5440413467586,45.546588180586696,21.0,2019-09-05 13:05:10+00:00
9,-73.54408317245543,45.54652389138937,21.0,2019-09-05 13:05:11+00:00
10,-73.54412675835192,45.54645583033562,21.0,2019-09-05 13:05:12+00:00
11,-73.54417252354324,45.54638651199639,20.799999237060547,2019-09-05 13:05:13+00:00
12,-73.54421719908714,45.54631727747619,20.799999237060547,2019-09-05 13:05:14+00:00
13,-73.54426179081202,45.546248545870185,20.600000381469727,2019-09-05 13:05:15+00:00
14,-73.54430973529816,45.54617947898805,20.600000381469727,2019-09-05 13:05:16+00:00
15,-73.54435751214623,45.54611158557236,20.600000381469727,2019-09-05 13:05:17+00:00
16,-73.54440344497561,45.54604151286185,20.399999618530273,2019-09-05 13:05:18+00:00
17,-73.54444694705307,45.54597227834165,20.399999618530273,2019-09-05 13:05:19+00:00
18,-73.54449103586376,45.54590279236436,20.200000762939453,2019-09-05 13:05:20+00:00
19,-73.54453571140766,45.54583397693932,20.200000762939453,2019-09-05 13:05:21+00:00
20,-73.5445770341903,45.54576365277171,20.399999618530273,2019-09-05 13:05:22+00:00
21,-73.54461341165006,45.545692993327975,20.600000381469727,2019-09-05 13:05:23+00:00
22,-73.54464895091951,45.545622585341334,20.600000381469727,2019-09-05 13:05:24+00:00
23,-73.54468842968345,45.54555553011596,20.600000381469727,2019-09-05 13:05:25+00:00
24,-73.5447289980948,45.545489564538,20.600000381469727,2019-09-05 13:05:26+00:00
25,-73.54477199725807,45.54542309604585,20.399999618530273,2019-09-05 13:05:27+00:00
26,-73.54481424205005,45.545356795191765,20.200000762939453,2019-09-05 13:05:28+00:00
27,-73.5448545590043,45.54529091343284,20.0,2019-09-05 13:05:29+00:00
28,-73.54487341828644,45.54517826065421,20.0,2019-09-05 13:05:30+00:00
29,-73.54492924176157,45.545121263712645,20.0,2019-09-05 13:05:31+00:00
30,-73.5449705645442,45.54505789652467,20.0,2019-09-05 13:05:32+00:00
31,-73.54501716792583,45.54499310441315,20.0,2019-09-05 13:05:33+00:00
32,-73.5450604185462,45.54492797702551,20.0,2019-09-05 13:05:34+00:00
33,-73.5451000649482,45.5448679625988,20.0,2019-09-05 13:05:35+00:00
34,-73.54513619095087,45.54480945691466,20.0,2019-09-05 13:05:36+00:00
35,-73.54516678489745,45.54475262761116,20.0,2019-09-05 13:05:37+00:00
36,-73.54519612155855,45.54470091126859,20.0,2019-09-05 13:05:38+00:00
37,-73.54522579349577,45.54465212859213,20.0,2019-09-05 13:05:39+00:00
38,-73.54525588452816,45.544604854658246,20.0,2019-09-05 13:05:40+00:00
39,-73.54528882540762,45.54455632343888,20.0,2019-09-05 13:05:41+00:00
40,-73.54532679542899,45.54450812749565,20.0,2019-09-05 13:05:42+00:00
41,-73.54535956867039,45.54445507004857,20.200000762939453,2019-09-05 13:05:43+00:00
42,-73.54538689367473,45.54439949803054,20.399999618530273,2019-09-05 13:05:44+00:00
43,-73.5454161465168,45.54434560239315,20.399999618530273,2019-09-05 13:05:45+00:00
44,-73.54544690810144,45.54429782554507,20.600000381469727,2019-09-05 13:05:46+00:00
45,-73.54546928778291,45.544252563267946,20.600000381469727,2019-09-05 13:05:47+00:00
46,-73.54548848234117,45.54421207867563,20.600000381469727,2019-09-05 13:05:48+00:00
