,lon,lat,alt,time
0,-73.54399742558599,45.54636765271425,20.799999237060547,2019-09-03 12:32:23+00:00
1,-73.54403598234057,45.546353571116924,20.799999237060547,2019-09-03 12:32:24+00:00
2,-73.5440690908581,45.54632498882711,20.600000381469727,2019-09-03 12:32:25+00:00
3,-73.54410437867045,45.54628014564514,20.600000381469727,2019-09-03 12:32:26+00:00
4,-73.54413539171219,45.54623018950224,20.399999618530273,2019-09-03 12:32:27+00:00
5,-73.5441658180207,45.546177634969354,20.200000762939453,2019-09-03 12:32:28+00:00
6,-73.54420010000467,45.546127343550324,20.0,2019-09-03 12:32:29+00:00
7,-73.54423329234123,45.54607470519841,20.0,2019-09-03 12:32:30+00:00
8,-73.5442680772394,45.54601754061878,20.0,2019-09-03 12:32:31+00:00
9,-73.54430671781301,45.54596138186753,20.0,2019-09-03 12:32:32+00:00
10,-73.5443455260247,45.5459074024111,20.0,2019-09-03 12:32:33+00:00
11,-73.54437737725675,45.54584906436503,20.0,2019-09-03 12:32:34+00:00
12,-73.54440495371819,45.54578544571996,20.0,2019-09-03 12:32:35+00:00
13,-73.54443982243538,45.54572895169258,20.0,2019-09-03 12:32:36+00:00
14,-73.54447770863771,45.54567354731262,20.0,2019-09-03 12:32:37+00:00
15,-73.54451266117394,45.54562283679843,20.200000762939453,2019-09-03 12:32:38+00:00
16,-73.54454367421567,45.545580172911286,20.200000762939453,2019-09-03 12:32:39+00:00
17,-73.5445749387145,45.54554169997573,20.200000762939453,2019-09-03 12:32:40+00:00
18,-73.54460100643337,45.54550037719309,20.200000762939453,2019-09-03 12:32:41+00:00
19,-73.54462682269514,45.54545628838241,20.200000762939453,2019-09-03 12:32:42+00:00
20,-73.54464878328145,45.54540582932532,20.0,2019-09-03 12:32:43+00:00
21,-73.54467644356191,45.545353358611465,20.0,2019-09-03 12:32:44+00:00
22,-73.54470821097493,45.54530189372599,20.0,2019-09-03 12:32:45+00:00
23,-73.5447424929589,45.54525344632566,20.0,2019-09-03 12:32:46+00:00
24,-73.54477434419096,45.545199885964394,20.0,2019-09-03 12:32:47+00:00
25,-73.54480745270848,45.5451443977654,20.0,2019-09-03 12:32:48+00:00
26,-73.54484274052083,45.54508639499545,20.0,2019-09-03 12:32:49+00:00
27,-73.54488129727542,45.54502487182617,20.0,2019-09-03 12:32:50+00:00
28,-73.54492421261966,45.54496619850397,20.0,2019-09-03 12:32:51+00:00
29,-73.54496352374554,45.544905764982104,20.0,2019-09-03 12:32:52+00:00
30,-73.5449983086437,45.544847594574094,20.0,2019-09-03 12:32:53+00:00
31,-73.54502756148577,45.54479856044054,20.0,2019-09-03 12:32:54+00:00
32,-73.545051952824,45.54475715383887,20.0,2019-09-03 12:32:55+00:00
33,-73.54507584124804,45.544717255979776,20.0,2019-09-03 12:32:56+00:00
34,-73.54510542936623,45.54467828013003,20.0,2019-09-03 12:32:57+00:00
35,-73.54513644240797,45.54463435895741,20.0,2019-09-03 12:32:58+00:00
36,-73.54516997002065,45.544589599594474,20.0,2019-09-03 12:32:59+00:00
37,-73.54520676657557,45.54454299621284,20.0,2019-09-03 12:33:00+00:00
38,-73.54531195946038,45.544506032019854,20.0,2019-09-03 12:33:01+00:00
39,-73.54534364305437,45.544427493587136,20.200000762939453,2019-09-03 12:33:02+00:00
40,-73.54535470716655,45.544347781687975,20.200000762939453,2019-09-03 12:33:03+00:00
41,-73.54536904022098,45.54426924325526,20.200000762939453,2019-09-03 12:33:04+00:00
42,-73.54540675878525,45.54420621134341,20.399999618530273,2019-09-03 12:33:05+00:00
43,-73.5454436391592,45.54414083249867,20.600000381469727,2019-09-03 12:33:06+00:00
44,-73.54547448456287,45.54407143034041,20.600000381469727,2019-09-03 12:33:07+00:00
45,-73.54550725780427,45.54400152526796,20.799999237060547,2019-09-03 12:33:08+00:00
46,-73.54553315788507,45.54393623024225,20.799999237060547,2019-09-03 12:33:09+00:00
47,-73.54556777514517,45.54387797601521,20.799999237060547,2019-09-03 12:33:10+00:00
48,-73.54560071602464,45.5438282713294,20.600000381469727,2019-09-03 12:33:11+00:00
49,-73.54563784785569,45.54379926994443,20.600000381469727,2019-09-03 12:33:12+00:00
50,-73.54566517286003,45.54376171901822,20.399999618530273,2019-09-03 12:33:13+00:00
51,-73.54568344540894,45.543727772310376,20.399999618530273,2019-09-03 12:33:14+00:00
52,-73.54575930163264,45.54359684698284,20.0,2019-09-03 12:33:37+00:00
53,-73.54577640071511,45.543566923588514,20.0,2019-09-03 12:33:38+00:00
54,-73.54579886421561,45.54353599436581,20.0,2019-09-03 12:33:39+00:00
55,-73.54582300409675,45.54350313730538,20.0,2019-09-03 12:33:40+00:00
56,-73.54584731161594,45.54346810095012,20.0,2019-09-03 12:33:41+00:00
57,-73.54587145149708,45.543428203091025,20.0,2019-09-03 12:33:42+00:00
58,-73.54589936323464,45.543384198099375,20.0,2019-09-03 12:33:43+00:00
59,-73.54592970572412,45.54333709180355,20.0,2019-09-03 12:33:44+00:00
60,-73.54596105404198,45.54328663274646,20.0,2019-09-03 12:33:45+00:00
61,-73.54599424637854,45.54323508404195,20.0,2019-09-03 12:33:46+00:00
62,-73.54602274484932,45.54317976348102,20.0,2019-09-03 12:33:47+00:00
63,-73.54605451226234,45.54312310181558,20.0,2019-09-03 12:33:48+00:00
